ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-254427,2026-06-22 16:05,2026-06-22 16:07,2026-06-24 18:04,resolved,chat,C103556,VR903945,VA-EB-PL2,Warranty & Repair,Low,Escalations & Warranty,A3020,1,,,,N,"hey
case does not charge, no light at all
pulse2 VR903945",Cx reported case no LED / no charge. conf case LED dead. Transferred to Email Frontline. rplc case raised.,helpdesk
TK-254428,2026-06-22 16:40,2026-06-22 19:18,2026-06-23 19:41,closed,voice,C103719,VR893023,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3036,0,,1250,RETURN-QC-OK,N,"[IVR transcript] you picked up the item 8 days ago and my money hasn't come back, VR893023",Full refund processed (1250). Issue: refund not credited. Checked reverse pickup QC status. ~Pranav,helpdesk
TK-254429,2026-06-22 16:55,2026-06-22 17:09,2026-06-22 17:37,resolved,chat,C103666,VR887456,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3030,0,3,,,N,"Pulse2 purchased around Diwali, order VR887456.  It has been 6 days & I have nothing in hand.
How do I get this fixed?
Thanks & regards Swati","1. ord not delivered
2. Raised ticket with courier partner
3. Refund initiated as lost in transit ~Imran",helpdesk
TK-254430,2026-06-22 17:10,2026-06-22 17:10,2026-06-22 17:45,resolved,chat,C102411,VR888115,VA-SP-ORB,Billing & Payments,High,Billing,A3035,0,,5399,DUP-PAYMENT,N,"to the vireo custoer care team,

i am writing with reference to my order of the orbit smart speaker (vr888115) placed on 19/06. card charged two times. i have waited a week. i request you to process a refund to my original payment method.

sincerely,
pranav tiwari
nashik",Cut contacted re double charge. Confirmed UTRs. Refund processed. Cx satisfied on chat.,helpdesk
TK-254432,2026-06-22 19:44,2026-06-22 20:10,2026-06-22 20:46,resolved,voice,C103947,,VA-HP-ST3,Connectivity,High,Voice Frontline,A3026,0,,,,N,"Hi Vireo support, This is regarding Strata 3.  The sound stutters whneever my phone is in my pocket. Please resolve asap. Thanks in advance, Pranav","1. Intermittent disconnects
2. chk interference sources
3. rplc raised -NP",helpdesk
TK-254433,2026-06-22 20:22,2026-06-22 20:33,,open,chat,C104194,VR905385,VA-EB-AIR,Billing & Payments,Normal,Billing,A3035,0,2,3598,RETURN-QC-OK,N,"this is very disappointing. airlite purchased in may, order vr905385. still waiting for my refund. i already checked bank. escalate this to someone senior.",Customer states refund delay. Checked reverrse pickup QC status. Refund confirmed credited. Follow-up not required. (SOP 3.1),helpdesk
TK-254434,2026-06-22 20:37,2026-06-22 23:23,2026-06-22 23:38,resolved,email,C101332,VR909004,VA-AC-CASE,Account & Login,Low,Email Frontline,A3016,0,,,,N,"hi
your site keeps saying it sent me a code and my phone disagrees
replacement case","cx: unable to log in | checked otp logs -> number updated, resolved ~Ritika",helpdesk
TK-254435,2026-06-22 20:57,2026-06-22 22:27,2026-06-22 22:46,resolved,email,C108114,VR908146,VA-EB-PL2,Connectivity,Normal,Email Frontline,A3016,1,,,,N,"Ordered Pulse2 a month ago. Bluetooth pairing fails every time. I restarted the phone. Please advise. Thank you, Bhavna Rao","1. Pairing failure
2. chk phone OS version
3. Re-pair successful, rslvd on chat ~Ritika",helpdesk
TK-254436,2026-06-22 20:58,2026-06-22 22:03,,open,email,C102031,VR886091,VA-EB-PL1,Charging & Battery,Normal,Email Frontline,A3017,0,,,,N,"hey,
i boughht puse earbuds on april 27.  app shows the left at 0 percent no mattr how long its in the case.
i tried anotehr charger. noting changed.
kidnly loko into it.",Reported: left bud not charging. Asked for photo of teh bud contacts. Replacement raised for full set.,helpdesk
TK-254437,2026-06-22 21:15,2026-06-23 01:53,2026-06-23 02:46,resolved,email,C103224,,VA-EB-PL1,Charging & Battery,Normal,Email Frontline,A3002,0,,,,Y,"Product: Pulse earbuds
Order: VR888551
Purchased: 02/10
Issue: only the right one lights up when I put them in the case
Tried: tried another charger
Expected: replacement",Cx says left bud not charging. Checked case LED behaviour w/ cx. New unit shipped under DOA. Cx satisfied on chat. -VG,helpdesk
TK-254438,2026-06-22 22:57,2026-06-22 22:59,2026-06-22 23:08,resolved,chat,C100875,VR902312,VA-SP-MINI,Account & Login,Normal,Chat Frontline,A3016,0,,,,N,"team,
loced out of my own account since 2 weeks ago
bahut pareshan hu
anyone there",cx: login issue | checked number on account -> account unlocked ~Ritika,helpdesk
TK-254439,2026-06-22 23:50,2026-06-23 00:11,2026-06-23 00:30,closed,email,C100440,VR884591,VA-EB-PL1,Billing & Payments,Normal,Billing,A3032,0,,,,N,"Product: Pulse earbuds
Order: VR884591
Purchased: 14/06
Issue: promo code shows invalid
Tried: tried on app and website
Expected: callback","promo coed invalid | checked coupon validity -> adv coupon terms, resolved [closed]",helpdesk
TK-254440,2026-06-22 23:57,2026-06-23 00:15,2026-06-23 00:27,resolved,chat,C101793,VR904481,VA-SW-NX2,Product Enquiry,Normal,Chat Frontline,A3016,0,3,,,N,"Dear Sir/Madam,

I am writing with reference to my order of the Nexa 2 (VR904481) placed on 07 Jun. My dad has an old Nokia, will the watch app run. I request you to provide a resolution within 3 working days.

Regards,
Swati Mukherjee
Lucknow",re: product enquiry | shared compatibility info -> cx satisfied ~Ritika,helpdesk
TK-254442,2026-06-23 01:09,2026-06-23 01:12,2026-06-23 01:41,closed,chat,C107795,VR893375,VA-SW-FIT,Connectivity,Normal,Chat Frontline,A3001,0,2,,,Y,"to the vireo customer care team,

i am writig with reference to my order of the fit band (vr893375) placed on 07-01-2025. not pairing with my phone. i have tried on another phone. i request you to kindly arrange a replacement.

regards,
shreya chauhan",issue: pairing failure | asked cx to reset the device -> new unit shipped under doa ~Abhishek,helpdesk
TK-254443,2026-06-23 08:19,2026-06-23 08:34,2026-06-23 08:55,closed,voice,C102837,VR881338,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3027,0,4,3499,RETURN-QC-OK,N,[IVR transcript] Patheitc experieence honestly. Ordered pulse 2 buds last week. opened the parcel and it is a completely different thing. I already rechecked my order. Escalatte this to someone senior.,Contact re incorrect product shipped. Verified ord vs delivered item photos. Full refund processed (3499).,helpdesk
TK-254445,2026-06-23 09:21,2026-06-23 14:46,2026-06-23 15:30,resolved,email,C109180,VR909234,VA-EB-PL2,Charging & Battery,High,Email Frontline,A3018,0,,,,Y,"hey
the case has been at the same battery level for a week
the pulse 2 earbuds
help","cx says case no led / no charge. asked cx to try different cable + adaptor. advised port cleaning, rslvd. will monitor.",helpdesk
TK-254446,2026-06-23 10:09,2026-06-23 11:06,2026-06-23 11:34,closed,voice,C107330,VR909880,VA-SW-NX2,Billing & Payments,High,Billing,A3031,1,3,2600,DUP-PAYMENT,N,"double payment dedcuted
vr909880
kindly look into it","double charge | checked pg for duplicate txn -> rfnd approved, rs 2600, 5-7 working days | xfer logistics [closed]",helpdesk
TK-254447,2026-06-23 10:30,2026-06-23 18:31,2026-06-24 18:42,resolved,email,C108994,VR908310,VA-HP-ST2,Returns & Refunds,Normal,Returns Desk,A3036,0,,,,N,"Hi team, This is regarding Strata 2. Return pickup has not happened. What do I do now? Regards, Ananya Sandhu","re: pickup not done | re-raised pickup with courier -> pickup done, refund initiated",helpdesk
TK-254448,2026-06-23 11:15,2026-06-23 11:33,2026-06-23 11:53,resolved,voice,C107841,,VA-SP-ORB,Billing & Payments,High,Billing,A3034,0,,,,N,[IVR transcript] HII PLEASE SHARE IVNOICE WITH GST NUMBER ORBIT SPEAKER HELP,gst invoice regenerated & shared. issue: gst invoice request. regenerated invoice. ~Megha,helpdesk
TK-254449,2026-06-23 11:36,2026-06-23 13:06,2026-06-24 13:30,resolved,social,C105820,,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3031,0,3,,,N,"HI
I HAVEN'T RECEIVED MY ORDER
THE PUULSE 2 EARBUDS
HELLO??",done [closed],helpdesk
TK-254450,2026-06-23 11:52,2026-06-23 12:01,2026-06-23 12:40,resolved,chat,C107237,VR881562,VA-HP-ST3,Billing & Payments,Normal,Billing,A3032,0,,,,N,"This is very disappointing. This is regarding my Strata 3 headphones. UPI shows success, your app shows nothing. I already tried logging out and in. Refund. Now.","re: payment debited, no ord | conf with payment gateway -> ord manually created [closed]",helpdesk
TK-254451,2026-06-23 11:55,2026-06-23 20:20,2026-06-23 20:29,resolved,email,C107254,VR907193,VA-AC-CH65,App & Firmware,Normal,Email Frontline,A3018,0,2,,,N,"dear sir/madam,

i am writing with reference to my order of 65w charger placed on may 24. locked out of my own account since around diwali. i have tried 5 times. i request you to process a refund to my original payment method.

sincerely,
isha reddy
guwahati",see prev,helpdesk
TK-254452,2026-06-23 12:38,2026-06-23 12:42,2026-06-28 12:53,resolved,voice,C103930,,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3031,0,2,,,N,"[IVR transcript] not acceptable at this price. got pulse 2 from vireo.in a month ago. paid on 25-01-2026, still waiting for something to show up. i already called the courier. i want a replacemeent or refund, nothing else.","Courier confirmed delivery for 27 Jun, cx informed. Issue: delivery delayed. chk AWB with courier. (SOP 4.2) [closed]",helpdesk
TK-254453,2026-06-23 13:13,2026-06-23 15:44,2026-07-05 17:40,resolved,email,C106410,VR906140,VA-SW-NX2,Warranty & Repair,Low,Escalations & Warranty,A3042,0,,,,Y,"Product: Nexa 2
Order: VR906140
Purchased: 14-06-2026
Issue: I have to tap ten times for one swipe to register
Tried: updated firmware
Expected: callback","1. touch issue
2. walked through hard reset
3. replacement unit dispatched",helpdesk
TK-254454,2026-06-23 13:17,2026-06-23 14:45,2026-06-23 15:08,resolved,voice,C108982,VR884830,VA-EB-PL2,Billing & Payments,Normal,Billing,A3035,0,,,,N,"[IVR transcript] Hi, Got pulse 2 buuds from vireo.in recently. My company accounts team is askign for the tax bill. I checked orders page. Nothing changed. Please advise. Rgds Sukhwinder Qureshi",Customer states invoice not downloading. Updated GSTIN on order. GST invoice reegnerated and shared. Closing.,helpdesk
TK-254455,2026-06-23 13:52,2026-06-23 21:22,2026-06-26 21:49,resolved,email,C103683,VR886590,VA-EB-PL2,Billing & Payments,Normal,Billing,A3031,1,2,6998,LOST-TRANSIT,N,"bought the pulse 2 earbuds around 12 jun from vireo.in. i haven't received my order, payment was done on 12/06. what do i do now? thank you, ishaan","cx paid fine, parcel stuck. sending to logistics team. Refunded Rs 6998. Issue: delivery delayed. Raised ticket with courier partner. Via Logistics. [closed]",helpdesk
TK-254457,2026-06-23 13:55,2026-06-23 13:58,2026-06-23 14:13,resolved,chat,C106843,VR880271,VA-SP-MINI,Other,Normal,Chat Frontline,A3008,0,4,,,N,"hey
does the mini speaker work with iphone
the mini speaker",Cx reported product enquiry. Shared compatibility info. Cx satisfied. ~Ramesh,helpdesk
TK-254458,2026-06-23 13:57,2026-06-23 18:09,2026-06-23 18:33,resolved,email,C107564,VR880793,VA-HP-ST3,Charging & Battery,High,Email Frontline,A3018,0,3,,,N,goes from full to empty durring one comumte,"cust contacted re poor battery backup. checked fw 2.4.7. advised setitngs change, cx satisfied. follow-up not required.",helpdesk
TK-254460,2026-06-23 14:03,2026-06-23 14:04,2026-06-23 14:16,resolved,chat,C106124,VR900663,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3029,0,,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of orbit mini (VR900663) placed on 18 Jun. Order status stuck on shipped since 18 Jun. I have checked with neighbours. I request you to kindly arrange a replacement.

Regards,
Deepak Qureshi","order not delivered | raised ticket with courier partner -> courier confirmed delivery for 28 jun, cx informed",helpdesk
TK-254462,2026-06-23 15:31,2026-06-23 16:02,2026-06-26 16:26,resolved,voice,C100254,,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3036,0,5,,,N,"[IVR transcript] I have been a loyal customer and this is how you treat me.  Ordered the Pulse buds 2 weeks ago. pickup scheduled but no one showed up. I already called courier. I want a replacement or refund, nothing else","pickup missed | checked pickup awb -> pickup done, refund initiated ~Pranav",helpdesk
TK-254464,2026-06-23 16:17,2026-06-23 16:18,2026-06-23 16:40,resolved,chat,C102382,,VA-EB-PL1,Connectivity,High,Chat Frontline,A3011,0,,,,N,my phone just doesn't see it in the list anymore,"cx: unable to pair w/ phone | chk phone os version -> advised fw update via app, resolved -SM",helpdesk
TK-254465,2026-06-23 17:14,2026-06-23 17:15,2026-06-23 17:56,resolved,chat,C109168,VR904331,VA-EB-PL2,Audio Quality,High,Chat Frontline,A3011,0,3,,,Y,Honestly reegretting this purchase. This is regarding pulse 2 buds. only one side plays sound. I already reset the buds. Escalate this to someone senior.,customer states left side silent. asked cx to check bud in case. rplc unit dispatched. case closed with cx consent. -SM,helpdesk
TK-254466,2026-06-23 17:23,2026-06-23 18:11,2026-06-24 17:59,resolved,chat,C100919,,VA-EB-PL2,Billing & Payments,Normal,Billing,A3028,2,,,,N,"helo
i haven't received my order, payment was done on 11 jun","1. order not delivered
2. conf address w/ cx
3. xfer to logistics
4. rto conf, reshipped",helpdesk
TK-254467,2026-06-23 17:32,2026-06-23 17:35,2026-06-23 17:53,closed,chat,C109389,,VA-EB-AIR,Billing & Payments,High,Billing,A3035,0,,1439,DUP-PAYMENT,N,"Product: the AirLite buds
Order: VR899444
Purchased: 21-06-2026
Issue: card charged two times
Tried: checked w/ bank
Expected: fix",Customer reached out - duplicate payment. Confirmed UTRs. Refund of Rs 1439 initiated to source. Will monitor. (SOP 4.2),helpdesk
TK-254468,2026-06-23 18:06,2026-06-23 18:31,,open,voice,C107348,VR886063,VA-SW-NX1,Account & Login,Normal,Voice Frontline,A3023,0,,,,N,i have been a loyal customer and this is how you treat me. order vr886063 (my nexa). locked out of my own account since around diwali. i already tried on another browser. escalate this to someone senior.,"Number updated, rslvd. Issue: OTP not received. chk OTP logs. //ZOY",helpdesk
TK-254469,2026-06-23 18:07,2026-06-23 18:30,2026-06-23 18:49,resolved,chat,C106011,,VA-EB-PL1,Billing & Payments,High,Billing,A3035,0,,,,N,"namaste,
this is regarding my pulse. i was promised a discount on teh call, invoice sohws none.
i want my money back.
rgds, abhishek meonn",Cx says coupon not applied. Checked cart eligibility. Partial refund of discount amount issued. Case closed with cx consent.,helpdesk
TK-254470,2026-06-23 18:25,2026-06-23 18:35,2026-06-23 18:52,resolved,chat,C101928,VR908330,VA-HP-ST3,Charging & Battery,Normal,Chat Frontline,A3013,1,3,,,N,"hii
the promised 30 hours is nowhere close, i get maybe 2
my strata 3 headphones
urgent",rplc raised after test. Issue: rapid battery drain. adv disabling ANC/AOD to test. //SNE,helpdesk
TK-254471,2026-06-23 18:54,2026-06-23 19:07,2026-06-23 19:41,resolved,voice,C108173,,VA-EB-PL2,Charging & Battery,Normal,Voice Frontline,A3024,0,3,,,N,"Dear Sir/Madam, This is regarding teh Pulse 2 earbuds.  Left earbud not charging, right one is fine. I DID THE RESET FROM THE MANUAL. Nothing changed. Need this sorted this week. Thanks & regards Shreya Sethi",left earbud not taking charge | confirmed fw 3.6.12 -> escalated to warranty for inspection -SS,helpdesk
TK-254473,2026-06-23 19:18,2026-06-23 21:25,2026-06-23 21:50,resolved,email,C108070,VR880324,VA-SP-ORB,Other,Normal,Email Frontline,A3018,0,,,,N,not what i expected from vireo. order vr880324 (my orbit). it connects for a second and then vanishes from the device list. i already restarted the phone. fix this or i am posting on twitter.,"contact re device not discoverable. chk phone os version. advised fw update via app, resolved. cx informed.",helpdesk
TK-254475,2026-06-23 19:19,2026-06-23 19:40,2026-06-23 19:57,resolved,chat,C105220,VR895247,VA-EB-PL2,Other,High,Chat Frontline,A3013,0,,,,N,"hii
entered wrong pincode
the pulse 2 earbuds
??",issue: wrong pincode | chk dispatch status -> address updated,helpdesk
TK-254477,2026-06-23 20:28,2026-06-23 22:48,2026-06-24 23:02,resolved,email,C109459,,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3037,0,,,,N,"Product: pulse 1
Order: VR884626
Purchased: June 07
Issue: packed the box a week ago and it's still here
Tried: called courier
Expected: callback",issue: pkp missed | chk pkp awb -> rfnd processed without pkp as goodwill,helpdesk
TK-254478,2026-06-23 21:17,2026-06-24 01:49,2026-06-25 02:20,resolved,email,C106944,VR908844,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,5,1487,RETURN-QC-OK,N,"Product: my Pulse 2
Order: VR908844
Purchased: 15 Jun
Issue: reufnd was promised 5 days ago and nothing
Tried: checked bank
Expected: replacement",Customer reached out - rfnd pending. Checked reversse pickup QC status. rfnd of Rs 1487 initiated to source.,helpdesk
TK-254479,2026-06-23 21:36,2026-06-24 04:13,2026-06-24 04:27,resolved,email,C103946,VR898634,VA-HP-ST3,Other,Normal,Email Frontline,A3002,0,,,,N,"hi
typo in the flat number, courier will never find it
my strata 3 headphones
anyone there",Customer reached out - address update. chk dispatch status. Address updated. Closing. (SOP 4.2) -VG,helpdesk
TK-254480,2026-06-24 01:34,2026-06-24 03:26,,pending,email,C104653,VR900642,VA-EB-PL2,Charging & Battery,Normal,Email Frontline,A3002,0,,,,N,"to the vireo customer care team,

i am writing with reference to my order of pulse 2 buds (vr900642) placed on 20-04-2026. case wont charge since in april. i have tried 3 different cables. i request you to kindly arrange a replacement.

yours faithfully,
sneha pawar","Reported: case no LED / no charge. Confirmed case LED dead. Advised port cleaning, resolved. Cx satisfied on chat. (SOP 2.7) -VG",helpdesk
TK-254481,2026-06-24 02:34,2026-06-24 11:15,2026-06-24 11:50,resolved,email,C100367,VR894665,VA-SW-NX2,Billing & Payments,High,Billing,A3033,0,2,,,N,the page failed after i paid and now nothing shows in my account - i want a replacement,cx: amount deducted without order | confirmed with payment gatteway -> refund processed to source //HAR,helpdesk
TK-254482,2026-06-24 10:28,2026-06-24 10:30,2026-06-24 10:42,resolved,chat,C105441,,VA-SW-NX2,Other,Normal,Chat Frontline,A3012,0,,12998,CANCEL,N,"dear sir/madam,

i am writing with reference to my order of the nexa 2 placed on 14-06-2026. please cancel, ordered by mistake. i have tried cancel button, geyed out. i reequest you to process a refund to my original payment method.

regards,
rtiika bhatai","cx: cancellation request | cancelled before dispatch -> rfnd approved, rs 12998, 5-7 working days -SS",helpdesk
TK-254483,2026-06-24 11:23,2026-06-24 11:38,2026-06-24 11:57,resolved,chat,C109280,VR899567,VA-EB-PL2,Charging & Battery,Normal,Chat Frontline,A3009,0,3,,,Y,"battery backup is terrible now
VR899567
please resolve asap","Replacement approved, reverse pkp arranged. Issue: rapid battery drain. Checked usage pattern w/ cx.",helpdesk
TK-254484,2026-06-24 11:55,2026-06-25 03:43,2026-06-25 04:19,resolved,email,C101985,VR885826,VA-SP-MINI,Charging & Battery,High,Email Frontline,A3016,0,2,,,Y,"Hi there,
Got the mini speaker from vireo.in around Diwali. Pressing the button does absolutely nothing.
I tried different socket. Nothing changed.
Please help.",Replacement unit dispatched. Issue: speaker not powering on. Asked cx to try different adaptor. ~Ritika,helpdesk
TK-254485,2026-06-24 12:39,2026-06-24 12:47,2026-06-24 12:56,resolved,chat,C106889,,VA-EB-AIR,Product Enquiry,Normal,Chat Frontline,A3007,0,4,,,N,"Product: airlite earbuds
Order: VR883737
Purchased: 06 Jun
Issue: can I connect two airlite earbuds together
Expected: resolution",cst contaacted re compatibility query. shared spec sheet. cx satisfied.,helpdesk
TK-254487,2026-06-24 13:02,2026-06-24 14:04,2026-06-25 13:37,resolved,chat,C103598,,VA-NB-ARC,Billing & Payments,High,Billing,A3031,2,,,,N,"Pathetic experience honestly. I bought Arc neckband on 13/06. paid, confirmed, then nothing. 5 days and counting. I already checked the tracking page daily. Fix this or I am posting on twitter.","Cx says order not delivered. Raised ticket with courier partner. Transferred to Logistics. RTO confirmed, reshipped. [closed]",helpdesk
TK-254488,2026-06-24 13:31,2026-06-24 18:56,2026-06-27 19:08,resolved,email,C108977,VR897817,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,"Product: the Pulse 2 earbuds
Order: VR897817
Purchased: June 12
Issue: order not delivered, tracking not updating
Tried: called the courier
Expected: resolution","Customer states order not delivered. conf address with cx. RTO conf, reshipped. Closing. (SOP 2.7) ~Imran",helpdesk
TK-254489,2026-06-24 13:39,2026-06-24 14:22,2026-06-25 14:44,resolved,email,C100101,VR889494,VA-EB-PL2,Delivery & Shipping,High,Logistics,A3029,0,3,,,N,"Hi Vireo support,
This is regarding the Pullse 2 earbuds. The courier marked it delivered but nobody in my house got anything.
I want a replacement.",delivery delayed | raised ticket with courier partner -> re-shipped from warehouse,helpdesk
TK-254490,2026-06-24 13:44,2026-06-24 15:07,2026-06-24 15:20,resolved,email,C101838,,VA-SP-ORB,Other,Normal,Email Frontline,A3018,0,,5999,CANCEL,N,"HELLO
WANT TO CANCEL MY ORDER
MY ORBIT","cust contacted re cancellation request. chk shipment status. already shipped, adv rto/return. closing.",helpdesk
TK-254491,2026-06-24 14:35,2026-06-24 14:55,,pending,voice,C107035,,VA-SW-NX2,Other,High,Voice Frontline,A3026,1,,6499,CANCEL,N,"Hello,
Got the Nexa 2 frmo vireo.in 3 weeks back. Please cancel, ordered by mistake.
I tried cancel button, greyed out. Ntohing changed.
I want a replacement.","1. Cancellation request
2. Cancelled before dispatch
3. rfnd approved, Rs 6499, 5-7 working days",helpdesk
TK-254492,2026-06-24 15:06,2026-06-24 15:31,2026-06-25 15:57,resolved,social,C103241,,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3036,0,,2499,RETURN-QC-OK,N,This is regarding Pulse earbuds. Where is the money for the return. Waiting for your reply.,"re: refund delay | checked reverse pickup qc status -> refund approved, rs 2499, 5-7 working days",helpdesk
TK-254493,2026-06-24 15:47,2026-06-24 15:49,2026-06-24 16:13,resolved,chat,C105174,VR900463,VA-EB-PL2,Billing & Payments,Normal,Billing,A3031,1,,,,N,"product: my pulse 2
order: vr900463
purchased: 09/06
issue: order not delivered, tracking not updating
tried: called the courier
expected: replacement","Not a billing issue - delivery query, transferring to logistics. Refund initiated as lost in transit. Issue: shipment not received. Raised ticket with courier partner. Via Logistics. (SOP 4.2) [closed]",helpdesk
TK-254494,2026-06-24 15:57,2026-06-24 16:05,2026-06-24 16:21,resolved,chat,C105493,VR881956,VA-EB-PL1,Product Enquiry,Normal,Chat Frontline,A3013,0,,,,N,Honeestly regrettnig this purchase. Order VR881956 (my Pulse). is my Pulse compatible w/ my TV. This is the lst time I buy from u,Cx satisfied. Issue: compatibility query. Shared compatibility info. //SNE,helpdesk
TK-254496,2026-06-24 16:31,2026-06-24 16:34,2026-06-24 17:06,resolved,chat,C106273,VR899795,VA-EB-PL2,Returns & Refunds,Low,Returns Desk,A3036,0,,3324,RETURN-QC-OK,N,still waiting for my refund - VR899795 - how do i get this fixed?,issue: refund not credited | checked refund status on pg -> refund of rs 3324 initiated to source,helpdesk
TK-254498,2026-06-24 16:40,2026-06-24 17:54,2026-06-24 18:22,closed,social,C106429,VR896709,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3030,0,,4998,RETURN-QC-OK,N,"Dear team, Ordered teh mini speaker in June. Opened the parcl and it is a completely different thing. I recheckde my order. What do I do now? Regards Riya",Customer states incorrect product shipped. Verified order vs delivered item photos. Refund of Rs 4998 initiated to source. Follow-up not required. (SOP 4.2),helpdesk
TK-254500,2026-06-24 16:52,2026-06-24 16:59,2026-06-29 17:21,resolved,voice,C104538,,VA-EB-PL2,Delivery & Shipping,Low,Logistics,A3029,0,,,,N,"Hi, Ordered Pulse2 in June. Package not delivered even after 10 days. I checked the tracking page daily. Nothing changed. Kindly look into it. Thanks, Daniel",cx: shipment not received | raised ticket with courier partner -> re-shipped from warehouse,helpdesk
TK-254501,2026-06-24 16:56,2026-06-24 22:13,2026-06-27 22:28,resolved,email,C103677,VR909137,VA-EB-AIR,Delivery & Shipping,Normal,Logistics,A3028,0,,,,Y,"Product: airlite earbuds
Order: VR909137
Purchased: June 22
Issue: received the wrong item
Tried: rechecked my order
Expected: callback","cx reached out - wrong variant received. raised w/ warehouse. rplc approved, reverse pkp arranged.",helpdesk
TK-254502,2026-06-24 18:06,2026-06-24 18:11,2026-06-24 18:40,resolved,voice,C101726,VR900522,VA-SP-ORB,Connectivity,Normal,Voice Frontline,A3023,0,,,,N,"hey
pairing is not working
orbit speaker
urgent","re: pairing failure | asked cx to reset the device -> reset done, paired ok //ZOY",helpdesk
TK-254504,2026-06-24 18:40,2026-06-24 19:00,,open,voice,C103678,VR888666,VA-EB-PL1,Other,Low,Voice Frontline,A3030,2,,,,N,"[IVR transcript] battery life has dropped to almost nothing, VR888666","Ticket raised for battery draining fast. adv disabling ANC/AOD to test. xfer to Logistics. adv settings change, cx satisfied. Closing. ~Imran",helpdesk
TK-254505,2026-06-24 19:01,2026-06-25 02:02,2026-06-25 02:22,resolved,email,C102515,VR902944,VA-EB-PL2,Charging & Battery,Normal,Email Frontline,A3002,0,4,,,N,I have been a loyal customer and this is how you treat me. Bought my Pulse 2 around 09 Jun from vireo.in. the charging case is not charging. I already tried wireless charging pad. Refund. Now.,Ticket raised for charging case dead. chk for lint in port. Replacement case raised. Cx informed. -VG,helpdesk
TK-254506,2026-06-24 19:18,2026-06-24 20:10,,open,voice,C107275,,VA-EB-AIR,Other,Normal,Voice Frontline,A3026,0,3,,,N,"[IVR transcript] Ordered the AirLite buds 2 weeks ago.  Does the AirLite buds work with iPhone. Kindly look into it. Awaiting response, Yash","1. Compatibilitty query
2. Shared compatibility info
3. Cx satisfied -NP",helpdesk
TK-254507,2026-06-24 20:36,2026-06-24 20:37,2026-06-24 21:11,resolved,chat,C108781,VR887901,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,A3036,0,3,1999,RETURN-QC-OK,N,"the return was accepted but the amount is nowhere in my account
how do i get this fixed?",issue: refund not credited | checked refund status on pg -> refund confirmed credited ~Pranav,helpdesk
TK-254508,2026-06-24 20:53,2026-06-24 20:58,2026-06-24 21:21,resolved,chat,C104257,VR895591,VA-NB-ARC,Connectivity,Normal,Chat Frontline,A3011,0,,,,N,"Namaste, the neckband purchased recently, order VR895591. App crashes wen I open device settings. Need this sorted this week. Thhanks in advance,","re: app crashing | chk app version -> bug logged, workaround shared -SM",helpdesk
TK-254509,2026-06-24 22:02,2026-06-24 22:13,2026-06-25 22:35,resolved,chat,C102515,VR902944,VA-EB-PL2,Billing & Payments,High,Billing,A3033,0,,3499,RETURN-QC-OK,N,where is the money for the return,cx: refund not credited | chk reverse pkp qc status -> full refund processed (3499) //HAR,helpdesk
TK-254510,2026-06-24 22:59,2026-06-24 23:01,2026-06-24 23:24,resolved,chat,C105256,VR884868,VA-EB-PL2,Charging & Battery,Normal,Chat Frontline,A3017,1,3,,,N,"Dear team,
I bought Pulse 2 on 29-03-2026. No light comes on the case when I plgu it in.
I tried wirless charging pad.
Not acceptable at this price.
I waant a replacement.
Please revert, Bhavna Dutta",Cx says case no LED / no charge. Asked cx to try different cable + adaptor. rplc case raised.,helpdesk
TK-254511,2026-06-25 06:45,2026-06-25 07:09,2026-06-25 07:39,resolved,email,C106976,VR883624,VA-EB-PL2,Audio Quality,High,Email Frontline,A3019,0,3,,,Y,microphoen is very low on the puse 2 buds,"1. mic issue
2. tested on call with cx
3. replacement raised",helpdesk
TK-254513,2026-06-25 10:08,2026-06-25 11:10,2026-06-25 11:20,resolved,voice,C103769,,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3031,0,,,,N,[IVR transcript] Honestly regretting this purchase. This is regarding the Pulse 2 earbuds. ORDER STATUS STUCK ON SHIPPED SINCE JUNE 19. I already called the courier. Fix this or I am posting on twitter.,"crr confirmed delivery for 28 Jun, cx informed. Issue: order not delivered. Checked AWB with crr. (SOP 4.2) [closed]",helpdesk
